Oferta od	Pokaz oferty z numerem VIN	Marka pojazdu	Model pojazdu	Rok produkcji	Przebieg	Pojemnosc skokowa	Rodzaj paliwa	Moc	Skrzynia biegow	Naped	Typ nadwozia	Liczba drzwi	Liczba miejsc	Kolor	Mozliwosc finansowania	Kraj pochodzenia	Bezwypadkowy	Serwisowany w ASO	Stan	Oblicz	url	cena	description	wyposazenie	dealer	loc	tytul
Prywatne	Tak	Volkswagen	Beetle	2012	120000	11973	Benzyna	105	Manualna	Na przednie kola	Kompakt	3	4	Bialy		Niemcy	Tak	Tak	Uzywane	VIN	https://www.otomoto.pl/osobowe/oferta/volkswagen-beetle-nawigacja-klimatronic-czujniki-parkow-tempomat-zadbany-bezwypadkowy-ID6FXczK.html	40900	Samochod w bardzo dobrym stanie technicznym oraz wizualnymWnetrze czysciutkie, zadbane,Silnik pracuje perfekcyjnie, swiezo po wymianie oleju oraz filtrow, olej z gornej polki MOTULZarejestrowany, wazne OC, oraz Przeglad TechnicznyTelWyswietl numer, TychyWyposazenie:6-cio stopniowa manualna skrzynia biegowABS, ESP, ASRAir- Bagi - Kurtyny powietrzne- Poduszka powietrzna kierowcy- Poduszka powietrzna pasazera- Poduszki boczneNawigacja GPSCzujniki parkowania przod, tylKLIMATRONIC Klimatyzacja automatyczna dwustronnaTempomatElektryczne szyby Elektryczne lusterka podgrzewaneKierownica pokryta skoraKierownica wielofunkcyjnaRadio CD sterowane przy kierownicyBluetoothKomputer pokladowyRegulacja wysokosci fotela kierowcy i pasazeraISOFIXYWspomaganie kierownicyHalogeny przodKola AluFelgi 18 cali	['Android Auto', 'Interfejs Bluetooth', 'Radio', 'Zestaw glosnomowiacy', 'Gniazdo USB', 'System nawigacji satelitarnej', 'System naglosnienia', 'Ekran dotykowy', 'Dostep do internetu', 'Klimatyzacja automatyczna, dwustrefowa', 'Tapicerka materialowa', 'Podlokietniki - przod', 'Kierownica skorzana', 'Kierownica ze sterowaniem radia', 'Kierownica wielofunkcyjna', 'Dzwignia zmiany biegow wykonczona skora', 'Czujnik deszczu', 'Elektryczne szyby przednie', 'Tempomat', 'Kontrola odleglosci z przodu (przy parkowaniu)', 'Kontrola odleglosci z tylu (przy parkowaniu)', 'Lusterka boczne ustawiane elektrycznie', 'Podgrzewane lusterka boczne', 'Ogranicznik predkosci', 'Asystent hamowania - Brake Assist', 'Kontrola trakcji', 'Wspomaganie ruszania pod gore- Hill Holder', 'System rozpoznawania znakow drogowych', 'Swiatla do jazdy dziennej', 'Lampy przeciwmgielne', 'Wspomaganie kierownicy', 'Filtr czastek stalych', 'Felgi aluminiowe 18', 'Opony letnie', 'ABS', 'ESP', 'Elektroniczny system rozdzialu sily hamowania', 'System wspomagania hamowania', 'Poduszka powietrzna kierowcy', 'Poduszka powietrzna pasazera', 'Kurtyny powietrzne - przod', 'Boczne poduszki powietrzne - przod', 'Kurtyny powietrzne - tyl', 'Isofix (punkty mocowania fotelika dzieciecego)']	['Agnieszka', 'Osoba prywatna', 'Sprzedajacy na OTOMOTO od 2023']	Tychy, Slaskie	Volkswagen Beetle The 1.2 TSI Blue Motion Technologie
Prywatne	Tak	Volkswagen	Beetle	2013	163000	15983	Diesel	105	Manualna	Na tylne kola	Coupe	2		Bialy			Tak	Tak	Uzywane	VIN	https://www.otomoto.pl/osobowe/oferta/volkswagen-beetle-r-line-1-6-tdi-105ps-ceramika-komplet-opon-doinwestowany-ID6FTysm.html	49900	Witam. Mam do zaoferowania pieknego VW New Beetle wersji R-line. Pierwsza rejestracja w 2014r. 100% powloka lakiernicza oryginalna. Auto w stanie perfekcyjnym. Doinwestowane po wymianie rozrzadu, tarcze, klocki hamulcowe. Dodatkowo dokladam komplet opon zimowych. Vw zabezpieczony ceramika. Auto nie wymaga wkladu finansowego. Stan techniczny i wizualny oceniam na perfekcyjny!!! Uzytkowane przez jednego uzytkownika. Silnik suchy i bez najmniejszych wyciekow, pracuje bardzo ladnie i cichutko. AUTO NAPRAWDE GODNE UWAGI!!!Telefon:Wyswietl numer	['Radio', 'Zestaw glosnomowiacy', 'System naglosnienia', 'Klimatyzacja automatyczna', 'Szyberdach szklany - przesuwny i uchylny elektrycz', 'Tapicerka materialowa', 'Elektrycznie ustawiany fotel kierowcy', 'Elektrycznie ustawiany fotel pasazera', 'Podgrzewany fotel kierowcy', 'Podgrzewany fotel pasazera', 'Siedzenie z pamiecia ustawienia', 'Sportowe fotele - przod', 'Podlokietniki - przod', 'Podlokietniki - tyl', 'Kierownica skorzana', 'Kierownica sportowa', 'Kierownica wielofunkcyjna', 'Cyfrowy kluczyk', 'Czujnik deszczu', 'Elektryczne szyby przednie', 'Elektryczne szyby tylne', 'Przyciemniane tylne szyby', 'Wycieraczki', 'Tempomat', 'Lampy bi-ksenonowe', 'Lusterka boczne ustawiane elektrycznie', 'Podgrzewane lusterka boczne', 'Asystent (czujnik) martwego pola', 'Kontrola trakcji', 'Oswietlenie adaptacyjne', 'Czujnik zmierzchu', 'Spryskiwacze reflektorow', 'Swiatla do jazdy dziennej', 'Swiatla do jazdy dziennej diodowe LED', 'Lampy przeciwmgielne', 'Oswietlenie wnetrza LED', 'System Start/Stop', 'Elektroniczna kontrola cisnienia w oponach', 'Wspomaganie kierownicy', 'Opony runflat', 'ABS', 'ESP', 'Poduszka powietrzna kierowcy', 'Poduszka powietrzna pasazera', 'Boczna poduszka powietrzna kierowcy', 'Boczne poduszki powietrzne - przod', 'Isofix (punkty mocowania fotelika dzieciecego)']	['VW', 'Osoba prywatna', 'Bardzo sprawnie odpowiada', 'Sprzedajacy na OTOMOTO od 2023']	Nagoszewo, ostrowski, Mazowieckie	Volkswagen Beetle 1.6 TDI Design
Firma	Tak	Volkswagen	Beetle	2012	151336	13903	Benzyna	160	Manualna	Na przednie kola	Coupe	2	4	Czarny	Tak		Tak		Uzywane	VIN	https://www.otomoto.pl/osobowe/oferta/volkswagen-beetle-klimatronik-alufelgi-17-gwarancja-6-m-ID6FXbdC.html	39900	GWARANCJA NA 6 miesiecy W CENIE SAMOCHODU - o szczegoly pytaj Sprzedawce.CENA ZAWIERA WSZYSTKIE KOSZTY DO MOMENTU REJESTRACJI W KRAJU.KUPUJACY ZWOLNIONY Z OPLATY SKARBOWEJ.MOZLIWE TABLICE I UBEZPIECZENIE.BEZ KOROZJI - SAMOCHOD NIE EKSPLOATOWANY W WARUNKACH ZIMOWYCH.GWARANTOWANY PRZEBIEG.KOMPLET KLUCZYKOW.KSIAZKA SERWISOWA.Stan techniczny jest BARDZO DOBRY.WNETRZE ZADBANE, CZYSTE.Kupujac samochod w Firmie Auto Baks otrzymujecie Panstwo komplet dokumentow wymaganych do rejestracji auta czyli:-Oryginalne dokumenty samochodu-Tlumaczenia-Oplacona Akcyze-FAKTURE VAT MARZA.-Ubezpieczenie OC (+60 zl na 30 dni).Istnieje mozliwosc sprawdzenia samochodu na stacji diagnostycznej lub w ASO.*** NAJTANSZY KREDYT NA RYNKU - skorzystaj z zakupu na RATY ! ****** ZADZWON I ZAPYTAJ O KREDYT***Cena zawiera wszystkie koszty do momentu rejestracji w kraju (+260 zl)Zapraszamy !Powyzsza oferta ma charakter informacyjny i nie stanowi oferty handlowej w rozumieniu art. 66 SS1 Kodeksu Cywilnego.	['Interfejs Bluetooth', 'Radio', 'Ekran dotykowy', 'Klimatyzacja automatyczna, dwustrefowa', 'Tapicerka materialowa', 'Sportowe fotele - przod', 'Podlokietniki - przod', 'Kierownica skorzana', 'Kierownica ze sterowaniem radia', 'Kierownica wielofunkcyjna', 'Zmiana biegow w kierownicy', 'Dzwignia zmiany biegow wykonczona skora', 'Elektryczne szyby przednie', 'Przyciemniane tylne szyby', 'Wycieraczki', 'Tempomat', 'Kontrola odleglosci z przodu (przy parkowaniu)', 'Kontrola odleglosci z tylu (przy parkowaniu)', 'Lusterka boczne ustawiane elektrycznie', 'Podgrzewane lusterka boczne', 'Kontrola trakcji', 'Wspomaganie ruszania pod gore- Hill Holder', 'Lampy doswietlajace zakret', 'Swiatla do jazdy dziennej', 'Lampy przeciwmgielne', 'Elektroniczna kontrola cisnienia w oponach', 'Wspomaganie kierownicy', 'Blokada mechanizmu roznicowego', 'Felgi aluminiowe 17', 'ABS', 'ESP', 'Elektroniczny system rozdzialu sily hamowania', 'Poduszka powietrzna kierowcy', 'Poduszka powietrzna pasazera', 'Boczna poduszka powietrzna kierowcy', 'Boczne poduszki powietrzne - przod', 'Isofix (punkty mocowania fotelika dzieciecego)']	['Auto Baks Sprzedaz Samochodow Uzywanych Z GWARANCJA', 'Sprzedajacy profesjonalny', 'Bardzo sprawnie odpowiada', 'Sprzedajacy na OTOMOTO od 2008']	ROZANSKIEGO 29-35 - 32-085 Modlniczka, krakowski, Malopolskie (Polska)	Volkswagen Beetle 1.4 TSI Sport
Prywatne	Tak	Volkswagen	Beetle	2012	177000	11973	Benzyna	105	Manualna		Auta male	2	4	Czarny		Niemcy	Tak		Uzywane	VIN	https://www.otomoto.pl/osobowe/oferta/volkswagen-beetle-vw-beetle-1-2-tsi-design-ID6FFfi7.html	35000	VW Garbus w bardzo dobrym stanie. Technicznie jak i mechanicznie sprawnie. Ponizej kilka wyroznien jesli chodzi o wyposazenie/samochod:- Bezwypadkowy- Wazny Przeglad- Ksiazka Serwisowa od poczatku uzupelniona- Tempomat- Czujki Parkowania Przod i Tyl- Oryginalne VW Alufelgi juz na oponach Zimowych.Mozliwosc sprawdzenia Samochodu na Stacji Diagnostycznej.Udostepniam Miernik grubosci Lakieru jak i Raport VIN.Zapraszam na jazde probna.Mozliwy Transport pod adres Kupujacego.	['Radio', 'Gniazdo USB', 'Klimatyzacja automatyczna, dwustrefowa', 'Tapicerka materialowa', 'Podgrzewany fotel kierowcy', 'Podgrzewany fotel pasazera', 'Podlokietniki - przod', 'Podlokietniki - tyl', 'Kierownica skorzana', 'Podgrzewana przednia szyba', 'Elektryczne szyby przednie', 'Tempomat', 'Kontrola odleglosci z przodu (przy parkowaniu)', 'Kontrola odleglosci z tylu (przy parkowaniu)', 'Lusterka boczne ustawiane elektrycznie', 'Swiatla do jazdy dziennej', 'Felgi aluminiowe 16']	['Damian', 'Osoba prywatna', 'Sprzedajacy na OTOMOTO od 2022']	Lebork, leborski, Pomorskie	Volkswagen Beetle 1.2 TSI Design
Prywatne	Tak	Volkswagen	Beetle	2012	123358	13903	Benzyna	160	Manualna	Na przednie kola	Coupe	2	4	Brazowy		Niemcy	Tak	Tak	Uzywane	VIN	https://www.otomoto.pl/osobowe/oferta/volkswagen-beetle-123000km-sportline-jak-nowy-ID6FTsm7.html	42900	VW  BEETLE  SPORTLINEMODEL 2013AUTO JUZ ZAREJESTROWANE W POLSCE rok produkcji  2012 GRUDZIEN pojemnosc  1,4 TSI  160 KM benzynamanualna skrzynia 6 cio biegowareflektory BI XENON swiatla LED do jazdy dziennejczujnik deszczufotochromatyczne lusterko wstecznedwustrefowa klimatyzacja CLIMATRONICkubelkowe podgrzewane foteleczarna podsufitkamuzyka i telefon przez BLUETOOTHdotykowa stacja multimedialna SD USB HDD DVD + 8 glosnikowzmieniarka na 6 plyt CDskorzana kierownicakomputer pokladowy z Polskim  menutempomatelektrycznie regulowane i   podgrzewane   lusterkaelektryczne szyby podswietlenie wnetrza  AMBIENT8 poduszek powietrznych (kurtyny powietrzne)ABS,ASR,ESP-kontrola trakcji ze stabilizacja toru jazdy  HILL HOLD asystent podjazdu pod wzniesienieczujniki parkowania PARCTRONIC z wizualizacja przod i tyl halogeny z funkcja doswietlania zakretow             aluminiowe felgi 17 calowekompletna dokumentacja  serwisowa i komplet kluczykowAUTO PO DUUUZYM SERWISIE-nowy kompletny rozrzad-nowy akumulator-wymieniony olej +filtry-wymienione swiece-klimatyzacja po serwisie-opony UNIROYAL w stanie idealnymSPROWADZONY Z NIEMIECDRUGI WLASCICIEL OD NOWOSCIOPLACONY,GOTOWY DO REJESTRACJIKOSZT ZAREJESTROWANIA 161 ZLOC NA 30 DNI W CENIE AUTAORYGINALNY PRZEBIEG  123000 kmBEZWYPADKOWYWYSTAWIAM FAKTURE VAT MARZAOGLADAJACYCH Z OLX ZAPRASZAM PO WIECEJ ZDJEC NA OTOMOTO	['Interfejs Bluetooth', 'Radio', 'Zestaw glosnomowiacy', 'Gniazdo USB', 'Ekran dotykowy', 'Klimatyzacja automatyczna, dwustrefowa', 'Tapicerka materialowa', 'Podgrzewany fotel kierowcy', 'Podgrzewany fotel pasazera', 'Sportowe fotele - przod', 'Podlokietniki - przod', 'Kierownica skorzana', 'Kierownica sportowa', 'Zmiana biegow w kierownicy', 'Dzwignia zmiany biegow wykonczona skora', 'Elektryczne szyby przednie', 'Tempomat', 'Lampy bi-ksenonowe', 'Kontrola odleglosci z przodu (przy parkowaniu)', 'Kontrola odleglosci z tylu (przy parkowaniu)', 'Lusterka boczne ustawiane elektrycznie', 'Podgrzewane lusterka boczne', 'Kontrola trakcji', 'Wspomaganie ruszania pod gore- Hill Holder', 'Czujnik zmierzchu', 'Lampy doswietlajace zakret', 'Swiatla do jazdy dziennej', 'Swiatla do jazdy dziennej diodowe LED', 'Lampy przeciwmgielne', 'Lampy przeciwmgielne w technologii LED', 'Elektroniczna kontrola cisnienia w oponach', 'Wspomaganie kierownicy', 'Blokada mechanizmu roznicowego', 'Felgi aluminiowe 17', 'Opony letnie', 'ABS', 'ESP', 'Elektroniczny system rozdzialu sily hamowania', 'Poduszka powietrzna kierowcy', 'Poduszka powietrzna pasazera', 'Boczna poduszka powietrzna kierowcy', 'Boczne poduszki powietrzne - przod', 'Isofix (punkty mocowania fotelika dzieciecego)']	['Karol', 'Osoba prywatna', 'Sprzedajacy na OTOMOTO od 2020']	Suwalki, Podlaskie	Volkswagen Beetle 1.4 TSI Sport
Firma	Tak	Volkswagen	Beetle	2015	92000	17983	Benzyna	180	Automatyczna	Na przednie kola	Coupe	3	5	Czerwony					Uzywane	VIN	https://www.otomoto.pl/osobowe/oferta/volkswagen-beetle-r-line-1-8-tsi-dsg-super-stan-mod-2015-ID6FX9WG.html	49900	Betle 1.8 tsi z dsg BETLE 1.8 TSI 180 KM Z DSG R-LINE DYNAMICZNY I OSZCZEDNY SILNIK SZYBKA I NIEZAWODNA SKRZYNIA DSG AUTKO W PERFEKCYJNYM STANIE TECHNICZNYM I WIZUALNYM OBLEDNY LAKIER W KOMPLECIE Z CZANYMI ALUFELGAMI PREZENTUJE SIE NIESAMOWICIE WNETRZE JAK NOWE NOWE OPONYNOWY OLEJ I FILTRY NOWE HAMULCE PRZOD BEZ WKADU FINANSOWEGOmozliwosc dokupienia gwarancji technicznej z asistance do:24 miesiecy gwarancji car gwarant.pl, ktora obejmuje usterki techniczne (zwiazane z gwarancja) wynikle po nabyciu pojazdu min: silnik, skrzynia biegow, zawieszenie, mechanizmy roznicowe, paski rozrzadu waly pedne, obudowy - skrzyni biegow, silnikow, mostow itd. ( szczegoly u sprzedawcy)auto w rozliczeniu zamiany!kupujacy zwolnipony z oplaty skarbowej 2%pewne autaTELWyswietl numer- Dodatkowe informacje: liczba poduszek powietrznych: 10, liczba miejsc: 5, tapicerka: skoraNumer oferty: AKL17T9MQ	['Interfejs Bluetooth', 'Radio', 'Gniazdo USB', 'Klimatyzacja automatyczna, dwustrefowa', 'Tapicerka skorzana', 'Podgrzewany fotel kierowcy', 'Podgrzewany fotel pasazera', 'Sportowe fotele - przod', 'Podlokietniki - przod', 'Kierownica skorzana', 'Kierownica sportowa', 'Kierownica ze sterowaniem radia', 'Kierownica wielofunkcyjna', 'Elektryczne szyby przednie', 'Elektryczne szyby tylne', 'Przyciemniane tylne szyby', 'Tempomat', 'Lusterka boczne ustawiane elektrycznie', 'Lane assist - kontrola zmiany pasa ruchu', 'Swiatla do jazdy dziennej', 'Lampy przeciwmgielne', 'Elektroniczna kontrola cisnienia w oponach', 'Wspomaganie kierownicy', 'Felgi aluminiowe 18', 'Zawieszenie komfortowe', 'Zawieszenie sportowe', 'ABS', 'ESP', 'Asystent pasa ruchu', 'Poduszka powietrzna kierowcy', 'Poduszka powietrzna pasazera', 'Kurtyny powietrzne - przod', 'Poduszki powietrzne czolowe - tyl', 'Boczne poduszki powietrzne - przod', 'Kurtyny powietrzne - tyl', 'Boczne poduszki powietrzne - tyl', 'Poduszka powietrzna pasow bezpieczenstwa', 'Isofix (punkty mocowania fotelika dzieciecego)']	['LASPALMAS.OTOMOTO.PL', 'Sprzedajacy profesjonalny', 'Bardzo sprawnie odpowiada', 'Sprzedajacy na OTOMOTO od 2019']	Asnyka, Gdow, Polska - 32-420 Gdow, wielicki, Malopolskie (Polska)	Volkswagen Beetle
Firma	Tak	Volkswagen	New Beetle	2012	125619	19683	Diesel	140	Manualna	Na przednie kola	Kompakt	3	5	Bialy		Francja			Uzywane	VIN	https://www.otomoto.pl/osobowe/oferta/volkswagen-new-beetle-ID6FvYwo.html	38900	Samochod sprowadzony z Francji , zarejestrowany w krajuNiniejsze ogloszenie jest wylacznie informacja handlowa i nie stanowi oferty w mysl art. 66, SS 1. kodeksu cywilnego. Sprzedajacy nie odpowiada za ewentualne bledy lub nieaktualnosc ogloszenia. Zapis ten zostal zawarty ze wzgledu na mozliwosc drobnych ludzkich pomylek. jezeli zauwazyles niescislosc- napisz do nas, a niezwlocznie ja wyjasnimy.Szanowni Panstwo preferowany kontakt telefonicznyWyswietl numerna wiadomosci mailowe nie odpowiadam.	['Radio', 'Klimatyzacja automatyczna', 'Podgrzewany fotel kierowcy', 'Podgrzewany fotel pasazera', 'Tempomat', 'Kontrola odleglosci z tylu (przy parkowaniu)', 'Ogranicznik predkosci', 'Lampy przeciwmgielne', 'Wspomaganie kierownicy', 'ABS', 'ESP', 'Poduszka powietrzna pasazera', 'Isofix (punkty mocowania fotelika dzieciecego)']	['OLIMAR Auto Handel', 'Sprzedajacy profesjonalny', 'Sprzedajacy na OTOMOTO od 2008']	Zielona Laka, Ostrowska 16A - 63-300 Pleszew, pleszewski, Wielkopolskie (Polska)	Volkswagen New Beetle
Prywatne	Tak	Volkswagen	Beetle	2013	126200	11973	Benzyna	105	Manualna	Na przednie kola	Coupe	2	4	Czarny		Polska	Tak		Uzywane	VIN	https://www.otomoto.pl/osobowe/oferta/volkswagen-beetle-volkswagen-beetle-1-2-tsi-polski-salon-ID6FJVyP.html	43900	"Witam,posiadam na sprzedaz przepiekne auto Volkswagen Beetle zakupiony w krajowym salonie.Auto posiadam od dwoch lat. Samochod na biezaco serwisowany.Z wazniejszych rzeczy w ubieglym roku wymieniony kompletny rozrzad oraz koncowki drazkow kierowniczych.Samochod posiada aktualny przeglad techniczny oraz ubezpieczenie, 2x kluczyk.Auto jest na pieknych 17"" kolach z oponami letnimi, dokladam komplet opon zimowych 17"" (na ostatnim zdjeciu)."	['Radio', 'Klimatyzacja automatyczna', 'Tapicerka materialowa', 'Podlokietniki - przod', 'Kierownica sportowa', 'Elektryczne szyby przednie', 'Tempomat', 'Lusterka boczne ustawiane elektrycznie', 'Podgrzewane lusterka boczne', 'Kontrola trakcji', 'Wspomaganie ruszania pod gore- Hill Holder', 'Swiatla do jazdy dziennej', 'Wspomaganie kierownicy', 'Felgi stalowe', 'ABS', 'ESP', 'Elektroniczny system rozdzialu sily hamowania', 'Poduszka powietrzna kierowcy', 'Poduszka powietrzna pasazera', 'Boczna poduszka powietrzna kierowcy', 'Boczne poduszki powietrzne - przod', 'Isofix (punkty mocowania fotelika dzieciecego)']	['Paulina', 'Osoba prywatna', 'Sprzedajacy na OTOMOTO od 2017']	Rumia, wejherowski, Pomorskie	Volkswagen Beetle 1.2 TSI
Prywatne	Tak	Volkswagen	Beetle	2012	118000	11973	Benzyna	105	Manualna	Na przednie kola	Auta miejskie	3	4	Srebrny		Belgia		Tak	Uzywane	VIN	https://www.otomoto.pl/osobowe/oferta/volkswagen-beetle-beetle-vw-1-2-tsi-118-tys-bbs-19-bogate-wyposazenie-ID6FNw3s.html	39900	Dzien dobryMam na sprzedaz vw Beetle z 2012 roku. Auto po wymianie rozrzadu. Stan bdb. Bardzo bogato wyposazony. Tempomat, klimatyzacja, grzane skorzane fotele, naglosnienie z fabrycznym sowoferem, nawigacja, el. skladane lusterka, doswietlenie zakretow, kierownica multifunkcyjna, el. szyby, felgi bbs 19 i wiele innych. Ksiazka serwisowa, dwa kluczyki. Polecam. W razie pytan zapraszam do kontaktuWyswietl numer	['Interfejs Bluetooth', 'Radio', 'Zestaw glosnomowiacy', 'Gniazdo USB', 'System nawigacji satelitarnej', 'Ekran dotykowy', 'Klimatyzacja automatyczna', 'Tapicerka materialowa', 'Podgrzewany fotel kierowcy', 'Podgrzewany fotel pasazera', 'Podlokietniki - przod', 'Kierownica skorzana', 'Kierownica wielofunkcyjna', 'Dzwignia zmiany biegow wykonczona skora', 'Keyless entry', 'Keyless Go', 'Elektryczne szyby przednie', 'Przyciemniane tylne szyby', 'Tempomat', 'Kontrola odleglosci z przodu (przy parkowaniu)', 'Kontrola odleglosci z tylu (przy parkowaniu)', 'Lusterka boczne ustawiane elektrycznie', 'Podgrzewane lusterka boczne', 'Ogranicznik predkosci', 'Kontrola trakcji', 'Wspomaganie ruszania pod gore- Hill Holder', 'Lampy doswietlajace zakret', 'Swiatla do jazdy dziennej', 'Lampy przeciwmgielne', 'System Start/Stop', 'Wspomaganie kierownicy', 'ABS', 'ESP', 'System wspomagania hamowania', 'Poduszka powietrzna kierowcy', 'Poduszka powietrzna pasazera', 'Kurtyny powietrzne - przod', 'Boczne poduszki powietrzne - przod']	['Filip', 'Osoba prywatna', 'Sprzedajacy na OTOMOTO od 2015']	Poznan, Grunwald	Volkswagen Beetle The 1.2 TSI Exclusive Design
Firma	Tak	Volkswagen	Beetle	2013	179445	19683	Diesel	143	Manualna	Na przednie kola	Coupe	3	4	Bialy			Tak		Uzywane	VIN	https://www.otomoto.pl/osobowe/oferta/volkswagen-beetle-2-0-tdi-143km-r-line-style-abt-ID6FVJvJ.html	49900	"VW Beetle - 2.0 TDI 143KM R-Line - Style ABT Rok produkcji:	2013Pierwsza rejestracja:	08.2013Odczyt przebiegu z licznika:	179 tys kmRodzaj paliwa:	DieselMoc:	103 kW / 140 KMPojemnosc:	1 968 ccmSkrzynia biegow:	Manualna skrzynia biegowPrzeglad wygasa: 10.2023Rodzaj nadwozia:	LimuzynaLiczba poprzednich wlascicieli:	3  Kluczyki:	2BezwypoadkowyZarejestrowany w POLSCESiedzenia:	4Kolor:	Bialy - PERLA (Oryginalny)Tapicerka:	Skorzana Czarna (Oryginalny)Liczba drzwi:	3Samochod zakupiony jako bezwypadkowy i taki jest - w bardzo dobrym stanie.Autko ma calkowicie udokumntowany przebieg :- 2014.09.18 - przeglad wykonany przy przebiegu 26286 km ASO VW- 2016.11.10 - przeglad wykonany przy przebiegu 57891 km ASO VW- 2017.06.03 - przeglad diagnostyczny wykonany przy przebiegu 73655 km - 2018.02.12 - przeglad wykonany przy przebiegu 90250 km ASO VW- 2019.08.03 - przeglad diagnostyczny wykonany przy przebiegu 119660 km - 2020.02.12 - przeglad wykonany przy przebiegu 134845 km ASO VW- 2021.06.12 - przeglad  wykonany przy przebiegu 164361 km- 2023.03.01 - przeglad  wykonany przy przebiegu 177000 kmWykonany w Polsce.- Nowe sprzeglo + dwumas-  3000 zl - Nowa turbina - 2000 zl - DPF po regeneracji 800 zl - wymienione wszystkie oleje i filtry - 700 zlWidzimy ze samochod w pelni przygotowany do uzykowania - wsiadac i jezdzic bo to samam przyjemnosc.Samochod w stylizacji ABT - wersja fabryczna R-Line.Wydalem prawie 10 tys zl. Prosze barc to pod uwage patrzac na cene.Tak ze w tym momencie samochod tylko do uzytku bez jakiegokolwiek wkladu finansowego.W ciaglym uzytkowaniu.Nie jest najtanszy, ale w takiej stylizacji jedyny i technicznie ideal - na wszytko faktury.POLECAM SERDECZNIE.- Dodatkowe informacje: liczba poduszek powietrznych: 6, liczba miejsc: 4, tapicerka: skora, tapicerka kolor: czarnyNumer oferty: AKL17TBSB"	['Interfejs Bluetooth', 'Radio', 'Zestaw glosnomowiacy', 'Gniazdo USB', 'System nawigacji satelitarnej', 'System naglosnienia', 'Klimatyzacja automatyczna, dwustrefowa', 'Tapicerka skorzana', 'Podgrzewany fotel kierowcy', 'Podgrzewany fotel pasazera', 'Sportowe fotele - przod', 'Podlokietniki - przod', 'Kierownica skorzana', 'Czujnik deszczu', 'Elektryczne szyby przednie', 'Tempomat', 'Kontrola odleglosci z przodu (przy parkowaniu)', 'Kontrola odleglosci z tylu (przy parkowaniu)', 'Lusterka boczne ustawiane elektrycznie', 'Podgrzewane lusterka boczne', 'Kontrola trakcji', 'Czujnik zmierzchu', 'Swiatla do jazdy dziennej', 'Lampy przeciwmgielne', 'Elektroniczna kontrola cisnienia w oponach', 'Wspomaganie kierownicy', 'Felgi aluminiowe 17', 'Opony zimowe', 'ABS', 'ESP', 'Poduszka powietrzna kierowcy', 'Poduszka powietrzna pasazera', 'Kurtyny powietrzne - przod', 'Boczne poduszki powietrzne - przod', 'Isofix (punkty mocowania fotelika dzieciecego)']	['PIMICO', 'Sprzedajacy profesjonalny', 'Sprzedajacy na OTOMOTO od 2010']	Koscielniaka 113 - 41-409 Myslowice, Slaskie (Polska)	Volkswagen Beetle
Firma	Tak	Volkswagen	Beetle	2015	65497	11973	Benzyna	105	Manualna	Na przednie kola	Coupe	2	4	Szary		Niemcy		Tak	Uzywane	VIN	https://www.otomoto.pl/osobowe/oferta/volkswagen-beetle-65497km-stan-wzorowy-serwisowany-do-konca-w-aso-ID6FDTdy.html	48900	VW Beetle 1.2 TSi 105KM rozrzad na paskuBardzo niski przebieg 65tys km udokumentowany do konca.Auto w bardzo dobrym stanie technicznym i wizualnym.Przytarty  lewy przedni blotnik i zarysowany zderzak ,widoczny na zdjeciu,uszkodzenie kosmetyczne.Zgadzam sie na wizyte przed zakupem w ASO VW .Po oplatach. Wystawiam fakture marza Wnetrze jest bardzo przestronne.Auto jest zarejestrowane w Polsce.	['Interfejs Bluetooth', 'Radio', 'Ekran dotykowy', 'Dostep do internetu', 'Tapicerka materialowa', 'Elektryczne szyby przednie', 'Elektryczne szyby tylne', 'Kontrola odleglosci z przodu (przy parkowaniu)', 'Kontrola odleglosci z tylu (przy parkowaniu)', 'Lusterka boczne ustawiane elektrycznie', 'Podgrzewane lusterka boczne', 'Kontrola trakcji', 'Wspomaganie ruszania pod gore- Hill Holder', 'Czujnik zmierzchu', 'Lampy doswietlajace zakret', 'Swiatla do jazdy dziennej', 'Swiatla do jazdy dziennej diodowe LED', 'Lampy przeciwmgielne', 'Oswietlenie drogi do domu', 'Wspomaganie kierownicy', 'Felgi aluminiowe 16', 'Opony letnie', 'ABS', 'ESP', 'System wspomagania hamowania', 'Poduszka powietrzna kierowcy', 'Poduszka powietrzna pasazera', 'Kurtyny powietrzne - przod', 'Boczne poduszki powietrzne - przod', 'Isofix (punkty mocowania fotelika dzieciecego)']	['Chyncar Wojciech Chmielewski', 'Sprzedajacy profesjonalny', 'Sprzedajacy na OTOMOTO od 2017']	CHYNOW Glowna 38 - 05-650 Chynow, grojecki, Mazowieckie (Polska)	Volkswagen Beetle 1.2 TSI
